order_id,payment_amount,payment_method,payment_date
4486,1808.77,NetBanking,2024-01-20
17618,1081.94,Card,2024-02-25
3171,1814.35,Wallet,2024-02-13
4209,1865.82,Wallet,2024-01-31
1666,625.06,UPI,2024-01-30
8577,1168.53,Wallet,2024-01-23
19663,955.39,Card,2024-01-04
6628,1245.96,Card,2024-02-09
8652,1389.07,Card,2024-03-01
3377,870.17,UPI,2024-02-26
16929,699.55,UPI,2024-01-21
10434,480.94,Card,2024-01-20
17983,377.67,Wallet,2024-02-07
5585,1163.09,Wallet,2024-02-24
9768,682.19,Card,2024-02-29
1641,1435.41,NetBanking,2024-02-15
1077,293.88,Card,2024-03-01
6416,712.9,Card,2024-01-09
19350,1399.79,Wallet,2024-02-07
14226,1915.39,NetBanking,2024-02-23
12690,1733.6,Card,2024-01-06
8355,1967.77,Card,2024-01-06
11608,795.74,Card,2024-01-06
498,637.69,Card,2024-01-03
104,1428.22,Wallet,2024-01-09
10914,1176.92,NetBanking,2024-02-04
3264,608.48,NetBanking,2024-01-12
6362,418.77,Card,2024-01-29
15090,1864.54,Card,2024-01-16
18531,737.37,NetBanking,2024-01-18
17524,1206.93,Wallet,2024-02-19
19913,163.51,NetBanking,2024-02-17
9653,622.22,Card,2024-01-12
11035,745.17,UPI,2024-01-03
17821,1827.89,NetBanking,2024-01-01
2905,1497.14,Card,2024-01-17
12616,1985.03,Wallet,2024-02-12
3751,1771.78,Card,2024-02-13
9218,639.54,Wallet,2024-02-26
12963,735.11,Card,2024-01-24
1157,373.56,UPI,2024-02-08
11665,1272.66,NetBanking,2024-01-24
15424,1450.06,Wallet,2024-02-11
2650,1139.17,Wallet,2024-01-11
17631,1182.36,UPI,2024-02-07
9100,478.21,Card,2024-02-24
7371,1539.92,NetBanking,2024-02-29
8104,417.24,NetBanking,2024-01-26
3487,1911.43,NetBanking,2024-01-29
8676,147.12,Card,2024-02-03
8583,1595.21,Wallet,2024-01-09
15943,970.86,Wallet,2024-02-20
17544,1376.95,Card,2024-02-03
545,1073.53,Wallet,2024-01-10
1626,1861.16,UPI,2024-02-09
6164,1313.18,UPI,2024-01-23
17016,317.87,UPI,2024-02-29
14766,234.41,UPI,2024-01-16
19552,1320.19,Wallet,2024-02-23
5821,983.77,NetBanking,2024-02-05
18799,448.4,Card,2024-01-20
8100,1008.2,NetBanking,2024-01-31
15602,271.73,Wallet,2024-02-22
250,607.26,UPI,2024-02-20
18112,416.54,NetBanking,2024-02-02
16268,1431.58,Wallet,2024-01-25
17804,1146.65,Wallet,2024-02-18
18897,1719.14,Card,2024-01-09
1033,145.06,UPI,2024-01-10
12830,1455.06,Wallet,2024-01-05
12691,1017.81,NetBanking,2024-01-31
1294,512.85,Wallet,2024-01-26
6303,1297.12,Card,2024-01-23
2339,423.74,Card,2024-01-18
13640,1361.59,Card,2024-02-05
3919,285.88,Card,2024-01-27
19513,939.28,Card,2024-02-04
11526,1882.0,Wallet,2024-02-24
3145,1672.25,Card,2024-02-18
13289,1179.19,Card,2024-01-11
452,1201.02,UPI,2024-01-29
19661,1556.27,Card,2024-02-22
1100,577.26,Wallet,2024-02-27
18776,981.82,NetBanking,2024-01-31
647,1812.16,UPI,2024-01-07
11635,1187.14,NetBanking,2024-02-19
14699,792.66,NetBanking,2024-01-22
1968,1279.9,UPI,2024-01-06
4560,1070.95,UPI,2024-03-01
12225,224.19,Wallet,2024-01-01
11464,1411.41,Wallet,2024-02-04
19922,1779.92,Card,2024-02-28
17671,985.12,UPI,2024-01-08
2658,1470.18,Wallet,2024-02-14
9922,310.55,UPI,2024-02-13
6902,1743.86,NetBanking,2024-02-15
8986,890.92,Card,2024-02-14
2913,196.07,Wallet,2024-01-17
9881,823.5,Wallet,2024-01-25
6753,1846.89,NetBanking,2024-01-06
4956,1279.47,Wallet,2024-02-04
12347,256.03,NetBanking,2024-02-25
19795,1549.41,UPI,2024-01-15
9285,137.37,NetBanking,2024-01-04
13008,332.15,Card,2024-01-28
51,357.54,Wallet,2024-02-18
16614,1430.94,NetBanking,2024-02-05
12509,1004.69,Wallet,2024-01-09
3234,1602.19,UPI,2024-02-13
19225,1278.02,Card,2024-02-21
14006,638.57,UPI,2024-01-13
9152,1194.53,NetBanking,2024-01-26
3448,556.11,UPI,2024-02-15
4980,624.91,Card,2024-02-06
14689,1707.21,NetBanking,2024-02-26
14866,1619.19,Card,2024-01-13
14542,905.73,Wallet,2024-02-24
13656,647.72,Card,2024-02-22
16163,1550.65,NetBanking,2024-02-19
19478,924.78,Card,2024-01-23
17854,1992.55,UPI,2024-02-16
11972,686.36,Wallet,2024-02-02
3790,1781.11,Wallet,2024-02-24
16369,107.39,UPI,2024-02-05
16643,1876.75,Wallet,2024-02-16
15581,461.18,Wallet,2024-01-01
14026,512.3,Wallet,2024-01-27
16238,361.33,UPI,2024-02-29
14391,1803.22,Wallet,2024-02-16
3572,1508.68,Wallet,2024-02-09
781,661.53,NetBanking,2024-02-17
6755,331.44,Card,2024-01-27
16661,1837.23,Card,2024-02-21
6050,1201.04,UPI,2024-02-04
9463,669.31,NetBanking,2024-01-07
2975,1327.34,Wallet,2024-02-12
17582,396.24,NetBanking,2024-02-23
5727,1784.92,UPI,2024-01-22
14437,330.57,Wallet,2024-02-09
543,1006.91,UPI,2024-02-02
2004,203.09,UPI,2024-02-23
10758,1844.61,NetBanking,2024-01-22
989,1308.58,NetBanking,2024-01-12
12948,583.49,UPI,2024-01-31
19163,1871.72,Card,2024-01-04
6498,1522.67,UPI,2024-02-29
17753,1556.28,Wallet,2024-02-06
15504,754.44,UPI,2024-02-07
1717,1357.21,NetBanking,2024-01-22
11714,543.62,Wallet,2024-01-21
15144,579.53,NetBanking,2024-01-30
355,506.81,Card,2024-01-22
8684,1980.97,UPI,2024-02-18
18563,1996.56,Wallet,2024-02-12
1072,1788.63,Wallet,2024-01-19
2847,1812.66,Wallet,2024-01-09
1699,1667.77,Wallet,2024-01-11
4321,732.74,NetBanking,2024-02-29
16371,562.44,Wallet,2024-02-27
49,1353.33,UPI,2024-02-12
15946,733.55,Card,2024-01-18
4317,803.9,NetBanking,2024-01-26
17628,1386.62,UPI,2024-01-15
1018,1075.48,Card,2024-01-16
11223,1837.1,NetBanking,2024-01-02
5104,182.0,NetBanking,2024-02-04
18158,1650.75,Card,2024-02-18
13572,1416.9,Wallet,2024-01-26
17292,1319.44,UPI,2024-01-02
181,1526.28,NetBanking,2024-01-24
3365,1613.67,NetBanking,2024-02-01
9006,658.14,Card,2024-01-22
121,605.23,Wallet,2024-01-03
7391,1372.9,UPI,2024-01-22
6887,862.37,UPI,2024-02-18
6779,1923.8,UPI,2024-02-06
5438,1412.51,Card,2024-01-10
6184,1703.24,Wallet,2024-02-09
8099,609.32,Wallet,2024-01-16
17906,286.63,Wallet,2024-01-28
16596,1980.71,NetBanking,2024-01-05
19255,810.53,Wallet,2024-01-25
18572,1827.53,NetBanking,2024-01-27
16137,1857.02,NetBanking,2024-01-12
12287,1457.03,NetBanking,2024-01-05
18778,461.35,UPI,2024-02-24
18822,1502.75,NetBanking,2024-02-11
8692,507.97,Wallet,2024-01-22
9433,543.08,UPI,2024-01-20
10266,448.61,Card,2024-01-20
8825,1121.8,NetBanking,2024-02-20
17636,1697.09,Card,2024-02-07
16682,194.45,UPI,2024-01-15
12083,463.17,NetBanking,2024-02-06
4602,1358.6,UPI,2024-02-02
8356,1303.52,Wallet,2024-02-21
2795,246.07,Wallet,2024-02-19
10256,1146.95,NetBanking,2024-01-08
5972,1560.83,Wallet,2024-02-06
3916,135.48,UPI,2024-01-04
12229,704.11,Card,2024-01-13
1919,1498.18,Wallet,2024-01-15
7361,1206.2,UPI,2024-02-12
14024,1214.8,Wallet,2024-02-11
16976,1712.06,UPI,2024-01-13
11362,1892.17,Wallet,2024-01-30
9257,218.79,Card,2024-02-09
8126,368.11,NetBanking,2024-01-23
10017,1345.07,NetBanking,2024-01-09
6246,1683.0,Wallet,2024-01-27
16693,1146.48,Card,2024-01-21
4749,1416.52,Wallet,2024-01-28
117,1081.93,NetBanking,2024-02-10
17769,1923.61,NetBanking,2024-01-14
11503,1002.28,UPI,2024-02-11
1531,1058.18,Wallet,2024-01-03
19100,936.59,Card,2024-01-31
3156,1606.1,Wallet,2024-01-16
14564,770.14,Card,2024-02-02
9383,1055.31,Card,2024-02-09
17888,979.39,UPI,2024-01-30
2073,1458.64,Wallet,2024-01-06
5167,1584.56,NetBanking,2024-01-15
1630,1156.92,Card,2024-02-09
14152,640.06,Card,2024-01-21
17974,1093.8,UPI,2024-01-08
6120,1960.98,Card,2024-02-24
8195,285.66,NetBanking,2024-02-06
14201,1099.31,Wallet,2024-02-14
5126,1266.84,UPI,2024-02-02
14999,1500.98,UPI,2024-02-01
19943,1475.89,UPI,2024-02-11
2388,168.57,UPI,2024-02-11
3698,154.61,Card,2024-01-25
9833,713.55,NetBanking,2024-02-14
805,1255.2,Wallet,2024-01-22
16747,1783.68,Card,2024-02-20
15365,801.09,NetBanking,2024-02-14
4569,234.37,Wallet,2024-02-02
16397,1264.37,Wallet,2024-01-06
1149,850.19,Card,2024-02-16
3434,1603.96,Wallet,2024-01-14
7173,1133.35,UPI,2024-02-26
7871,1997.82,NetBanking,2024-01-14
13054,1006.2,Card,2024-01-04
1379,170.37,Card,2024-01-23
13235,1120.9,NetBanking,2024-01-15
19059,1304.33,Card,2024-02-05
13790,383.61,Wallet,2024-01-02
15953,1082.58,Card,2024-02-11
1337,218.88,Wallet,2024-01-06
18942,1639.11,UPI,2024-01-09
239,1165.17,Wallet,2024-01-13
8760,1746.02,Wallet,2024-02-20
3792,1309.56,Wallet,2024-02-16
13912,392.16,NetBanking,2024-02-20
15154,1838.93,Card,2024-01-25
8604,923.92,Wallet,2024-01-06
19728,1603.83,NetBanking,2024-02-16
13467,1670.28,Wallet,2024-02-24
79,1791.02,UPI,2024-01-13
259,1326.91,NetBanking,2024-02-22
18615,1218.19,NetBanking,2024-02-10
5701,1549.34,NetBanking,2024-01-09
11807,657.48,UPI,2024-02-14
9998,169.74,Card,2024-01-09
14217,595.68,UPI,2024-03-01
7671,521.05,Wallet,2024-02-06
335,1627.79,Wallet,2024-01-27
228,944.01,UPI,2024-02-12
12813,202.71,NetBanking,2024-02-08
15545,641.43,UPI,2024-02-26
2456,1019.84,Wallet,2024-01-16
827,1048.97,Card,2024-02-07
17190,358.15,Card,2024-02-26
8043,1712.36,Card,2024-01-23
10232,791.0,Card,2024-01-15
9815,718.51,Wallet,2024-02-06
14959,715.85,Card,2024-01-16
16536,1053.39,UPI,2024-01-22
2009,580.51,NetBanking,2024-02-07
7788,1180.44,UPI,2024-01-01
15309,1495.0,UPI,2024-02-26
1782,595.85,NetBanking,2024-02-04
2140,102.73,UPI,2024-01-17
9192,434.46,Wallet,2024-02-20
16209,1441.65,UPI,2024-01-23
93,1420.46,UPI,2024-02-25
1305,554.22,NetBanking,2024-02-27
17853,199.7,Card,2024-01-12
5925,1055.65,Card,2024-02-03
11476,1853.61,UPI,2024-01-20
3441,1199.63,UPI,2024-02-22
2572,1371.56,Wallet,2024-02-08
13827,1084.61,Card,2024-01-06
4411,1497.7,Wallet,2024-02-04
4179,1150.7,Card,2024-02-15
6519,466.32,Wallet,2024-01-02
4124,244.95,Wallet,2024-02-07
1071,758.34,Wallet,2024-01-17
7575,1472.19,NetBanking,2024-02-02
4900,364.35,UPI,2024-02-28
13687,1756.28,Card,2024-03-01
12508,1532.79,Wallet,2024-02-24
1734,1796.19,Card,2024-02-12
2675,682.78,Wallet,2024-01-31
12005,499.99,Card,2024-02-07
2434,727.86,NetBanking,2024-02-21
5180,817.09,NetBanking,2024-02-01
19003,218.15,Wallet,2024-01-16
1648,1185.48,Wallet,2024-01-23
10887,1839.81,NetBanking,2024-01-24
2659,198.92,UPI,2024-01-15
1480,414.87,UPI,2024-01-22
443,1466.99,NetBanking,2024-01-18
10047,1377.09,Card,2024-02-06
9266,157.36,UPI,2024-01-21
2651,1157.65,NetBanking,2024-02-03
13540,377.16,NetBanking,2024-01-22
7388,1020.64,UPI,2024-01-15
1595,760.34,Card,2024-01-24
7652,128.96,Card,2024-02-17
9757,313.67,UPI,2024-02-22
15335,1635.72,Wallet,2024-02-21
5601,905.49,Card,2024-01-15
14052,458.42,UPI,2024-02-16
13178,1063.65,Card,2024-01-13
11997,371.63,UPI,2024-02-27
4789,943.63,Card,2024-02-05
6827,1001.89,NetBanking,2024-01-15
17834,321.34,NetBanking,2024-01-20
12956,729.11,Card,2024-01-15
3097,521.82,UPI,2024-01-08
11732,1869.15,NetBanking,2024-01-08
19427,610.93,NetBanking,2024-01-22
19690,400.86,NetBanking,2024-01-14
12,1294.4,NetBanking,2024-01-15
9047,1176.6,NetBanking,2024-01-01
11716,1085.0,UPI,2024-01-21
15880,178.26,NetBanking,2024-01-19
5721,608.06,NetBanking,2024-02-28
15907,1087.28,NetBanking,2024-01-12
14843,1139.97,Card,2024-02-04
7116,787.75,NetBanking,2024-01-17
5225,1736.13,UPI,2024-01-26
5432,1410.49,Card,2024-02-11
16732,1533.94,UPI,2024-01-29
1644,255.25,Wallet,2024-01-15
8791,1889.45,NetBanking,2024-02-23
4969,1707.68,UPI,2024-02-14
1651,1698.1,UPI,2024-01-15
7122,508.04,Wallet,2024-01-28
924,1843.97,Wallet,2024-01-30
4993,1203.58,UPI,2024-02-02
14913,1411.17,Wallet,2024-02-21
13745,1307.3,Wallet,2024-02-24
3532,1841.11,NetBanking,2024-01-25
2230,552.91,UPI,2024-02-16
153,1493.71,Wallet,2024-02-26
3151,1553.66,Wallet,2024-02-26
2117,1615.41,Card,2024-01-21
18567,859.61,Wallet,2024-02-13
16270,1520.94,Card,2024-01-25
1618,1153.4,Wallet,2024-01-03
159,1774.87,NetBanking,2024-01-27
6142,469.5,UPI,2024-02-23
12696,719.55,UPI,2024-02-05
9475,635.95,UPI,2024-01-16
2119,786.17,NetBanking,2024-02-27
19309,1944.95,Card,2024-01-31
4917,828.85,UPI,2024-01-21
17322,1820.12,NetBanking,2024-01-16
849,610.16,UPI,2024-01-22
3257,1484.78,Wallet,2024-02-01
751,383.01,Card,2024-01-10
13025,1343.1,UPI,2024-01-22
18537,1818.28,Wallet,2024-02-05
3348,588.38,Wallet,2024-02-07
16903,1397.73,UPI,2024-01-14
8490,523.69,Card,2024-01-13
15053,1914.99,Wallet,2024-02-20
12575,613.29,Card,2024-02-21
16341,755.51,UPI,2024-02-25
6849,898.57,UPI,2024-01-31
9120,297.6,NetBanking,2024-02-04
5111,1230.09,Card,2024-02-15
12913,1925.13,UPI,2024-02-28
9386,700.43,NetBanking,2024-01-24
19068,1181.36,NetBanking,2024-02-09
2519,1074.06,UPI,2024-02-08
14405,1526.85,Wallet,2024-02-15
8582,1795.07,UPI,2024-01-25
702,977.01,NetBanking,2024-01-22
8944,1881.25,Wallet,2024-02-15
3660,1971.35,NetBanking,2024-02-08
16352,668.25,Card,2024-02-25
1347,286.37,NetBanking,2024-01-18
3325,716.07,Card,2024-02-08
5786,1331.14,NetBanking,2024-03-01
2872,1485.45,NetBanking,2024-02-28
12335,314.83,Wallet,2024-01-12
17933,438.15,NetBanking,2024-02-18
13841,1682.31,UPI,2024-03-01
255,1714.49,NetBanking,2024-01-20
10242,1296.82,NetBanking,2024-02-15
9494,1473.56,Wallet,2024-01-18
11702,921.53,Wallet,2024-01-31
706,707.47,UPI,2024-02-08
4118,640.04,UPI,2024-01-05
14042,1754.9,Wallet,2024-01-08
11795,1202.46,NetBanking,2024-02-12
2706,1363.52,UPI,2024-01-05
4676,1855.88,Wallet,2024-02-19
12957,1669.9,Card,2024-02-14
3271,695.78,Card,2024-01-08
7546,327.39,NetBanking,2024-02-26
230,814.88,Card,2024-01-22
2505,1797.04,Card,2024-02-28
13807,325.88,UPI,2024-01-17
8600,358.28,NetBanking,2024-02-14
17038,1424.9,NetBanking,2024-01-20
6662,617.61,Card,2024-02-09
19364,1936.84,Card,2024-01-19
6971,1730.9,Card,2024-02-18
13132,574.01,Wallet,2024-02-16
19932,745.56,UPI,2024-01-17
3227,1725.42,NetBanking,2024-01-13
10483,1143.17,UPI,2024-02-13
16778,163.68,UPI,2024-02-17
16764,714.28,Wallet,2024-01-24
6909,1677.5,Wallet,2024-01-15
521,1623.46,NetBanking,2024-01-04
5563,1284.58,Card,2024-01-06
11245,1109.31,NetBanking,2024-01-02
15689,1432.91,UPI,2024-01-17
19789,1371.67,NetBanking,2024-02-08
12939,423.46,NetBanking,2024-02-24
13950,1699.02,Wallet,2024-02-29
17735,1882.05,NetBanking,2024-02-06
557,1541.72,NetBanking,2024-02-20
17509,150.68,UPI,2024-02-08
448,221.33,NetBanking,2024-01-06
1446,1598.73,UPI,2024-02-19
14868,1305.85,UPI,2024-02-09
1876,1089.93,Wallet,2024-02-21
18788,1980.78,Wallet,2024-02-13
17958,733.57,UPI,2024-02-23
1890,1754.07,NetBanking,2024-02-09
3793,1535.91,Card,2024-01-25
18816,585.14,NetBanking,2024-01-15
19459,1959.47,NetBanking,2024-02-29
15607,614.9,Wallet,2024-02-06
6602,919.8,Wallet,2024-02-22
1241,755.07,Card,2024-01-16
894,781.15,Card,2024-02-11
2864,1099.11,NetBanking,2024-01-18
411,1041.01,Card,2024-02-08
14019,517.82,UPI,2024-01-30
14942,331.08,NetBanking,2024-02-21
10253,1313.67,UPI,2024-01-11
15018,1345.36,NetBanking,2024-02-28
2139,1264.42,UPI,2024-01-26
14711,1696.79,Wallet,2024-02-25
18106,1299.75,NetBanking,2024-03-01
17600,901.76,UPI,2024-01-26
12931,1582.95,NetBanking,2024-02-28
18702,818.29,Wallet,2024-01-15
637,1125.88,UPI,2024-02-14
7053,1769.08,NetBanking,2024-02-23
17367,1850.54,UPI,2024-02-09
3059,1644.59,UPI,2024-01-25
8337,1142.92,Wallet,2024-01-01
8925,752.99,Card,2024-01-21
13166,150.5,Wallet,2024-01-10
5774,1067.28,UPI,2024-01-07
11873,1764.77,Wallet,2024-02-27
17672,402.29,Card,2024-02-07
6715,571.01,Card,2024-02-03
13854,1119.24,Wallet,2024-02-26
10536,1494.77,Card,2024-01-16
15429,1368.08,NetBanking,2024-01-18
12816,745.05,UPI,2024-01-19
3887,492.82,Wallet,2024-02-18
4613,320.55,UPI,2024-01-19
12560,981.32,UPI,2024-01-07
19736,946.74,Card,2024-02-15
9507,601.29,Card,2024-02-13
10497,776.6,Card,2024-01-05
14207,825.54,UPI,2024-02-09
11129,936.28,Card,2024-02-17
3329,1154.99,Wallet,2024-01-24
14298,773.59,Card,2024-01-11
19051,1876.57,Wallet,2024-02-18
18055,680.75,NetBanking,2024-02-29
9012,264.26,Wallet,2024-01-20
1599,473.63,Wallet,2024-02-16
14440,1496.29,NetBanking,2024-01-04
2354,652.16,NetBanking,2024-02-25
13022,599.95,UPI,2024-02-22
11149,1401.83,NetBanking,2024-02-21
3937,1086.25,Wallet,2024-01-07
18689,1712.73,UPI,2024-01-08
1724,153.0,Card,2024-02-02
6078,908.19,NetBanking,2024-01-28
18587,1595.68,Card,2024-01-17
11600,802.38,Card,2024-02-13
1175,1861.72,UPI,2024-01-30
11620,1154.33,UPI,2024-01-24
2691,1997.82,Wallet,2024-01-23
16051,1398.27,Card,2024-02-18
7644,1839.26,Card,2024-02-20
18979,125.13,Wallet,2024-01-21
2628,1653.79,Card,2024-01-07
13795,1042.3,Card,2024-01-07
3251,1502.73,UPI,2024-01-18
5826,994.83,Card,2024-01-01
13815,465.68,Wallet,2024-01-14
12636,1039.15,Card,2024-02-04
18757,886.86,Wallet,2024-01-17
4369,1181.6,Wallet,2024-02-28
17060,1397.2,Wallet,2024-01-15
12236,269.47,Wallet,2024-01-25
4282,1056.39,NetBanking,2024-02-01
14873,1203.45,NetBanking,2024-02-29
2108,1566.06,UPI,2024-02-11
9355,1320.13,Card,2024-01-11
18085,1656.03,Card,2024-02-02
16575,665.48,UPI,2024-01-01
13461,161.39,Wallet,2024-02-25
8584,1123.22,NetBanking,2024-02-08
8681,1710.43,Card,2024-02-08
984,413.97,NetBanking,2024-01-23
2090,1602.67,Card,2024-01-01
1942,1341.35,NetBanking,2024-01-30
17446,719.32,UPI,2024-01-03
7040,328.64,Wallet,2024-02-28
1076,378.07,Wallet,2024-01-04
554,1976.18,UPI,2024-02-28
1063,533.85,NetBanking,2024-02-26
6637,1291.68,Wallet,2024-01-20
15015,156.51,Card,2024-02-08
16210,1609.88,UPI,2024-01-26
6434,1291.56,Wallet,2024-01-11
19575,1257.99,UPI,2024-01-07
2382,544.85,NetBanking,2024-02-14
950,1060.51,Wallet,2024-01-06
12343,1141.4,Wallet,2024-01-17
807,740.79,NetBanking,2024-01-28
434,560.52,Card,2024-01-11
1958,1847.99,NetBanking,2024-01-21
18692,1583.72,Wallet,2024-02-23
5856,732.01,UPI,2024-01-08
1937,881.45,Wallet,2024-02-11
11391,528.79,Wallet,2024-01-11
10598,1022.04,Wallet,2024-01-17
15941,532.39,Card,2024-02-07
15558,706.09,UPI,2024-01-30
2941,1610.13,Wallet,2024-01-10
10672,937.69,Card,2024-03-01
4189,1662.02,UPI,2024-01-04
17599,2296.24,NetBanking,2024-01-26
6085,1561.35,Card,2024-02-18
4089,453.5,NetBanking,2024-01-10
2705,972.4,Card,2024-02-01
13074,1489.47,NetBanking,2024-02-04
14611,1413.8,Card,2024-01-23
2383,424.76,Card,2024-02-06
3971,1051.82,NetBanking,2024-02-25
3845,924.29,Wallet,2024-02-22
229,1268.54,UPI,2024-02-18
4586,1199.47,Card,2024-01-14
9358,1942.39,UPI,2024-01-11
6412,414.0,Card,2024-01-07
4646,241.51,Wallet,2024-01-04
10210,827.45,UPI,2024-01-06
14072,736.47,Wallet,2024-02-27
13869,1022.72,Card,2024-01-26
10393,1505.17,UPI,2024-02-18
5365,1297.84,UPI,2024-01-26
1739,1452.98,UPI,2024-01-03
11466,153.67,UPI,2024-02-19
2259,2329.18,NetBanking,2024-01-21
12611,1991.34,Card,2024-01-04
13373,1539.58,Wallet,2024-02-01
3624,1377.47,Wallet,2024-02-19
14673,1768.54,NetBanking,2024-02-09
18505,897.99,Wallet,2024-01-07
14199,911.04,UPI,2024-01-07
19530,744.3,Wallet,2024-02-01
11278,846.24,Wallet,2024-01-18
4843,910.4,Card,2024-01-30
18726,827.42,Card,2024-01-30
2074,880.69,UPI,2024-02-19
10560,1578.65,UPI,2024-01-18
15370,729.67,Wallet,2024-01-03
11387,1098.66,Wallet,2024-01-28
8062,717.86,Card,2024-02-07
14669,1570.54,Wallet,2024-01-04
15617,125.43,Wallet,2024-02-24
4205,1709.45,Card,2024-02-20
873,1414.37,Card,2024-02-09
19851,1300.17,Wallet,2024-01-26
10550,223.3,Card,2024-01-31
17572,972.41,Card,2024-01-25
8662,621.48,UPI,2024-01-17
18325,469.57,Card,2024-02-07
14357,1050.48,UPI,2024-02-10
9788,1555.11,Wallet,2024-01-23
4475,1429.07,Wallet,2024-03-01
18442,828.81,Card,2024-02-13
9620,834.27,UPI,2024-01-25
11423,1464.99,UPI,2024-01-31
10173,1586.61,NetBanking,2024-01-02
14414,1793.27,Card,2024-01-19
5423,1789.03,UPI,2024-01-19
5315,1558.9,UPI,2024-02-10
602,771.94,UPI,2024-01-02
5466,1150.12,UPI,2024-01-03
16125,162.95,Card,2024-02-21
2994,272.95,NetBanking,2024-01-15
10364,1301.42,UPI,2024-01-20
8949,770.88,Wallet,2024-01-29
13589,737.56,UPI,2024-02-26
12909,893.44,Card,2024-02-20
3729,1657.03,Card,2024-01-02
354,704.91,Wallet,2024-01-07
7667,566.52,UPI,2024-01-21
11044,160.94,Card,2024-02-20
1772,558.06,Wallet,2024-01-16
17746,413.72,UPI,2024-02-26
11762,988.8,UPI,2024-01-05
3638,818.79,UPI,2024-02-17
733,1287.15,NetBanking,2024-02-24
4828,945.1,Card,2024-01-08
7215,1449.38,UPI,2024-02-14
14986,1807.14,UPI,2024-02-18
16579,877.05,Card,2024-01-03
9474,634.58,Card,2024-02-13
6873,1700.78,NetBanking,2024-02-29
5296,291.32,UPI,2024-01-26
19114,1862.79,Card,2024-02-01
13046,708.86,UPI,2024-01-31
15621,1420.72,Wallet,2024-01-13
12552,1275.3,UPI,2024-01-17
18552,1269.83,NetBanking,2024-01-31
15251,395.22,UPI,2024-01-10
9014,767.45,NetBanking,2024-01-31
18623,1429.67,Card,2024-01-29
16373,1886.43,UPI,2024-02-18
14196,1243.35,UPI,2024-01-17
15584,1841.98,Wallet,2024-01-09
2494,869.6,Card,2024-02-24
16265,232.12,NetBanking,2024-02-02
9007,1079.78,Wallet,2024-01-30
15546,511.08,NetBanking,2024-02-16
16089,1413.75,UPI,2024-01-28
11042,131.44,Card,2024-01-12
10049,1957.31,UPI,2024-02-22
14556,1627.19,Card,2024-03-01
9909,1847.5,NetBanking,2024-01-18
7747,201.77,Wallet,2024-01-08
687,512.3,Card,2024-01-02
11530,1440.58,UPI,2024-02-02
15799,707.78,NetBanking,2024-01-17
13513,571.06,UPI,2024-02-14
18448,937.69,NetBanking,2024-01-09
4074,959.27,Card,2024-02-22
466,647.18,Card,2024-02-20
2414,389.24,Wallet,2024-02-25
8161,486.69,Card,2024-01-17
15482,1153.34,Wallet,2024-02-21
8952,948.91,NetBanking,2024-01-01
14470,110.4,UPI,2024-02-09
3457,764.6,Wallet,2024-02-17
4992,1696.46,UPI,2024-02-16
6883,1830.62,UPI,2024-01-25
12970,1926.35,Wallet,2024-02-01
12893,270.86,UPI,2024-02-22
6818,878.42,Wallet,2024-01-15
6711,2179.1,Card,2024-02-20
15129,931.72,Wallet,2024-02-12
14744,219.78,UPI,2024-01-22
12171,1030.66,Wallet,2024-02-11
15462,1774.41,UPI,2024-01-16
13106,727.27,UPI,2024-02-03
5752,1262.79,NetBanking,2024-02-17
2116,1963.56,NetBanking,2024-01-05
12095,293.99,NetBanking,2024-01-05
14082,1272.2,Card,2024-01-10
13329,1527.72,NetBanking,2024-01-21
18230,1459.41,Wallet,2024-02-08
9327,1055.53,UPI,2024-01-20
124,446.99,Card,2024-01-12
16854,1605.01,NetBanking,2024-01-24
9008,1268.28,NetBanking,2024-02-12
11233,212.89,Card,2024-02-05
16042,727.37,NetBanking,2024-01-14
12759,1997.71,Wallet,2024-02-27
12192,430.18,NetBanking,2024-02-06
7849,701.76,NetBanking,2024-01-08
19742,1616.19,NetBanking,2024-01-30
179,612.48,NetBanking,2024-02-10
4515,1185.25,Card,2024-01-19
10937,252.23,UPI,2024-02-16
12844,1839.68,Wallet,2024-02-20
7337,342.59,Wallet,2024-02-14
4966,331.46,Card,2024-02-16
18056,1616.63,UPI,2024-02-25
7167,642.08,Card,2024-02-04
16600,624.77,Wallet,2024-02-21
16561,1197.28,NetBanking,2024-01-15
8940,1035.45,Wallet,2024-02-08
2393,1667.52,Card,2024-01-26
9603,1438.82,NetBanking,2024-02-12
6895,125.25,UPI,2024-02-18
2446,208.89,NetBanking,2024-01-12
14263,1802.33,UPI,2024-01-18
7820,1649.31,Wallet,2024-01-05
14012,1423.03,UPI,2024-01-13
15592,224.9,Card,2024-01-04
18791,1092.3,NetBanking,2024-01-21
18597,565.43,Wallet,2024-02-28
11969,1894.93,NetBanking,2024-01-16
15969,831.62,Card,2024-02-14
18214,1886.67,UPI,2024-02-15
6044,207.47,Card,2024-01-04
14636,1069.0,Wallet,2024-01-07
7397,1382.5,Wallet,2024-01-29
19698,471.83,Card,2024-01-11
10163,972.79,UPI,2024-03-01
5302,1396.09,NetBanking,2024-01-04
15091,1186.53,UPI,2024-02-27
4231,1157.88,Wallet,2024-02-26
16158,1061.89,UPI,2024-02-17
11981,469.47,NetBanking,2024-01-22
544,675.65,Wallet,2024-02-06
8858,1553.3,Card,2024-01-01
